chunk_id,file,line,section,text,parameter_class,parameter_type,confidence,reviewed,notes
chunk_2af17f24,src/unpriv/f-st-ext.adoc,240,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Computational Instructions","FNMSUB.S multiplies the values in rs1 and rs2, negates the product, adds the value in rs3, and writes the final result to rd. FNMSUB.S computes −(rs1×rs2)+rs3.",unknown,unknown,high,False,
chunk_f2d14872,src/unpriv/f-st-ext.adoc,243,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Computational Instructions","FNMADD.S multiplies the values in rs1 and rs2, negates the product, subtracts the value in rs3, and writes the final result to rd. FNMADD.S computes −(rs1×rs2)−rs3.",unknown,unknown,high,False,
chunk_757afb3e,src/unpriv/f-st-ext.adoc,250,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Computational Instructions","The fused multiply-add instructions must set the invalid operation exception flag when the multiplicands are {inf} and zero, even when the addend is a quiet NaN.",non_CSR_parameter,binary,very_high,False,
chunk_bad21167,src/unpriv/f-st-ext.adoc,256,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Conversion and Move Instructions","Floating-point-to-integer and integer-to-floating-point conversion instructions are encoded in the OP-FP major opcode space. FCVT.W.S or FCVT.L.S converts a floating-point number in floating-point register rs1 to a signed 32-bit or 64-bit integer, respectively, in integer register rd. FCVT.S.W or FCVT.S.L converts a 32-bit or 64-bit signed integer, respectively, in integer register rs1 into a floating-point number in floating-point register rd. FCVT.WU.S, FCVT.LU.S, FCVT.S.WU, and FCVT.S.LU variants convert to or from unsigned integer values.",non_CSR_parameter,range,high,False,
chunk_b7d1643a,src/unpriv/f-st-ext.adoc,256,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Conversion and Move Instructions","For XLEN>32, FCVT.W[U].S sign-extends the 32-bit result to the destination register width. FCVT.L[U].S and FCVT.S.L[U] are RV64-only instructions.",non_CSR_parameter,range,high,False,
chunk_d13667ad,src/unpriv/f-st-ext.adoc,256,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Conversion and Move Instructions","If the rounded result is not representable in the destination format, it is clipped to the nearest value and the invalid flag is set. gives the range of valid inputs for FCVT.int.S and the behavior for invalid inputs.",unknown,unknown,high,False,
chunk_72f7ad4c,src/unpriv/f-st-ext.adoc,272,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Conversion and Move Instructions","All floating-point to integer and integer to floating-point conversion instructions round according to the rm field. A floating-point register can be initialized to floating-point positive zero using FCVT.S.W rd, `x0`, which will never set any exception flags.",unknown,enum,high,False,
chunk_70285fd6,src/unpriv/f-st-ext.adoc,286,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Conversion and Move Instructions",|Maximum valid input (after rounding) |2^31^−1 |2^32^−1 |2^63^−1 |2^64^−1,unknown,range,high,False,
chunk_81f8baf0,src/unpriv/f-st-ext.adoc,289,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Conversion and Move Instructions",|Output for out-of-range negative input |−2^31^ |0 |−2^63^ |0,unknown,unknown,high,False,
chunk_b943541a,src/unpriv/f-st-ext.adoc,292,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Conversion and Move Instructions",|Output for -{inf} |−2^31^ |0 |−2^63^ |0,unknown,unknown,high,False,
chunk_75c9707b,src/unpriv/f-st-ext.adoc,295,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Conversion and Move Instructions",|Output for out-of-range positive input |2^31^−1 |2^32^−1 |2^63^−1 |2^64^−1,unknown,unknown,high,False,
chunk_0b976431,src/unpriv/f-st-ext.adoc,298,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Conversion and Move Instructions",|Output for +{inf} or NaN |2^31^−1 |2^32^−1 |2^63^−1 |2^64^−1 |,unknown,unknown,high,False,
chunk_6e497bf8,src/unpriv/f-st-ext.adoc,302,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Conversion and Move Instructions",All floating-point conversion instructions set the Inexact exception flag if the rounded result differs from the operand value and the Invalid exception flag is not set.,unknown,unknown,high,False,
chunk_d4a1c607,src/unpriv/f-st-ext.adoc,311,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Conversion and Move Instructions","Floating-point to floating-point sign-injection instructions, FSGNJ.S, FSGNJN.S, and FSGNJX.S, produce a result that takes all bits except the sign bit from rs1.",unknown,unknown,high,False,
chunk_681d4ebc,src/unpriv/f-st-ext.adoc,311,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Conversion and Move Instructions","For FSGNJ, the result's sign bit is rs2's sign bit; for FSGNJN, the result's sign bit is the opposite of rs2's sign bit; and for FSGNJX, the sign bit is the XOR of the sign bits of rs1 and rs2.",unknown,unknown,high,False,
chunk_9f3245bb,src/unpriv/f-st-ext.adoc,311,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Conversion and Move Instructions","Sign-injection instructions do not set floating-point exception flags, nor do they canonicalize NaNs.",unknown,unknown,high,False,
chunk_92952ae5,src/unpriv/f-st-ext.adoc,326,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Conversion and Move Instructions",Instructions are provided to move bit patterns between the floating-point and integer registers. FMV.X.W moves the single-precision value in floating-point register rs1 represented in the IEEE 754-2008 encoding to the lower 32 bits of integer register rd.,non_CSR_parameter,range,high,False,
chunk_11c338ae,src/unpriv/f-st-ext.adoc,326,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Conversion and Move Instructions","The bits are not modified in the transfer, and in particular, the payloads of non-canonical NaNs are preserved.",unknown,unknown,high,False,
chunk_785a50a5,src/unpriv/f-st-ext.adoc,326,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Conversion and Move Instructions","For RV64, the higher 32 bits of the destination register are filled with copies of the floating-point number's sign bit.",non_CSR_parameter,range,high,False,
chunk_810b099e,src/unpriv/f-st-ext.adoc,335,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Conversion and Move Instructions",FMV.W.X moves the single-precision value encoded in the IEEE 754-2008 encoding from the lower 32 bits of integer register rs1 to the floating-point register rd.,non_CSR_parameter,range,high,False,
chunk_f2d4eb2b,src/unpriv/f-st-ext.adoc,335,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Conversion and Move Instructions","The bits are not modified in the transfer, and in particular, the payloads of non-canonical NaNs are preserved.",unknown,unknown,high,False,
chunk_80a974f2,src/unpriv/f-st-ext.adoc,354,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Compare Instructions","FLT.S and FLE.S perform what IEEE 754-2008 refers to as signaling comparisons: that is, they set the invalid operation exception flag if either input is NaN. FEQ.S performs a quiet comparison: it only sets the invalid operation exception flag if either input is a signaling NaN.",unknown,enum,high,False,
chunk_f2689ca4,src/unpriv/f-st-ext.adoc,367,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Classify Instruction",The FCLASS.S instruction examines the value in floating-point register rs1 and writes to integer register rd a 10-bit mask that indicates the class of the floating-point number.,non_CSR_parameter,range,high,False,
chunk_1dac62c1,src/unpriv/f-st-ext.adoc,367,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Classify Instruction",The format of the mask is described in .,unknown,unknown,high,False,
chunk_42a5c06a,src/unpriv/f-st-ext.adoc,367,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Classify Instruction",The corresponding bit in rd will be set if the property is true and clear otherwise.,unknown,unknown,high,False,
chunk_f826b56f,src/unpriv/f-st-ext.adoc,367,"Preamble > ""F"" Extension for Single-Precision Floating-Point, Version 2.2 > F Register State > Single-Precision Floating-Point Classify Instruction",All other bits in rd are cleared.,unknown,unknown,high,False,
chunk_29703e4e,src/unpriv/m-st-ext.adoc,17,"Preamble > ""M"" Extension for Integer Multiplication and Division, Version 2.0 > Multiplication Operations","MUL performs an XLEN-bit×XLEN-bit multiplication of `rs1` by `rs2` and places the lower XLEN bits in the destination register. MULH, MULHU, and MULHSU perform the same multiplication but return the upper XLEN bits of the full 2×XLEN-bit product, for signed×signed, unsigned×unsigned, and `rs1`×unsigned `rs2` multiplication.",unknown,range,high,False,
chunk_3835b90b,src/unpriv/m-st-ext.adoc,17,"Preamble > ""M"" Extension for Integer Multiplication and Division, Version 2.0 > Multiplication Operations","If both the high and low bits of the same product are required, then the recommended code sequence is: `MULH[[S]U] rdh, rs1, rs2; MUL rdl, rs1, rs2` (source register specifiers must be in same order and `rdh` cannot be the same as `rs1` or `rs2`).",non_CSR_parameter,binary,very_high,False,
chunk_4e75dc79,src/unpriv/m-st-ext.adoc,25,"Preamble > ""M"" Extension for Integer Multiplication and Division, Version 2.0 > Multiplication Operations","MULW is an RV64 instruction that multiplies the lower 32 bits of the source registers, placing the sign extension of the lower 32 bits of the result into the destination register.",non_CSR_parameter,range,high,False,
chunk_e59c8ef2,src/unpriv/m-st-ext.adoc,37,"Preamble > ""M"" Extension for Integer Multiplication and Division, Version 2.0 > Multiplication Operations > Division Operations","DIV and DIVU perform an XLEN bits by XLEN bits signed and unsigned integer division of `rs1` by `rs2`, rounding towards zero. REM and REMU provide the remainder of the corresponding division operation.",unknown,range,high,False,
chunk_c6dabebb,src/unpriv/m-st-ext.adoc,42,"Preamble > ""M"" Extension for Integer Multiplication and Division, Version 2.0 > Multiplication Operations > Division Operations","If both the quotient and remainder are required from the same division, the recommended code sequence is: `DIV[U] rdq, rs1, rs2; REM[U] rdr,` `rs1, rs2` (`rdq` cannot be the same as `rs1` or `rs2`).",unknown,unknown,high,False,
chunk_553e68a0,src/unpriv/m-st-ext.adoc,48,"Preamble > ""M"" Extension for Integer Multiplication and Division, Version 2.0 > Multiplication Operations > Division Operations","DIVW and DIVUW are RV64 instructions that divide the lower 32 bits of `rs1` by the lower 32 bits of `rs2`, treating them as signed and unsigned integers, placing the 32-bit quotient in `rd`, sign-extended to 64 bits. REMW and REMUW are RV64 instructions that provide the corresponding signed and unsigned remainder operations.",non_CSR_parameter,range,high,False,
chunk_aaba239b,src/unpriv/m-st-ext.adoc,48,"Preamble > ""M"" Extension for Integer Multiplication and Division, Version 2.0 > Multiplication Operations > Division Operations","Both REMW and REMUW always sign-extend the 32-bit result to 64 bits, including on a divide by zero.",non_CSR_parameter,range,high,False,
chunk_d863e630,src/unpriv/m-st-ext.adoc,57,"Preamble > ""M"" Extension for Integer Multiplication and Division, Version 2.0 > Multiplication Operations > Division Operations","The quotient of division by zero has all bits set, and the remainder of division by zero equals the dividend.",unknown,unknown,high,False,
chunk_6d42e327,src/unpriv/m-st-ext.adoc,57,"Preamble > ""M"" Extension for Integer Multiplication and Division, Version 2.0 > Multiplication Operations > Division Operations",Signed division overflow occurs only when the most-negative integer is divided by −1.,unknown,unknown,high,False,
chunk_fe45fafe,src/unpriv/mm-explanatory.adoc,3,Preamble > RVWMO Explanatory Material,This appendix should be treated as commentary; all normative material is provided in and in the rest of the main body of the ISA specification.,non_CSR_parameter,enum,medium,False,
chunk_3d7fb806,src/unpriv/mm-explanatory.adoc,36,Preamble > RVWMO Explanatory Material > Why RVWMO?,"To facilitate the porting of code from other architectures, some hardware implementations may choose to implement the Ztso extension, which provides stricter RVTSO ordering semantics by default.",non_CSR_parameter,enum,high,False,
chunk_c9d8eaf3,src/unpriv/mm-explanatory.adoc,36,Preamble > RVWMO Explanatory Material > Why RVWMO?,"Each implementation must therefore choose whether to prioritize compatibility with RVTSO code (e.g., to facilitate porting from x86) or whether to instead prioritize compatibility with other RISC-V cores implementing RVWMO.",non_CSR_parameter,enum,very_high,False,
chunk_57e8e6f4,src/unpriv/mm-explanatory.adoc,47,Preamble > RVWMO Explanatory Material > Why RVWMO?,"However, these fences must remain present in the code if compatibility with non-Ztso implementations is desired.",SW_rule,binary,very_high,False,
chunk_266ffadd,src/unpriv/mm-explanatory.adoc,57,Preamble > RVWMO Explanatory Material > Why RVWMO? > Litmus Tests,"As a convention for this figure and for all figures that follow in this chapter, we assume that `s0-s2` are pre-set to the same value in all harts and that `s0` holds the address labeled `x`, `s1` holds `y`, and `s2` holds `z`, where `x`, `y`, and `z` are disjoint memory locations aligned to 8 byte boundaries.",non_CSR_parameter,range,medium,False,
chunk_15fcb8c9,src/unpriv/mm-explanatory.adoc,97,Preamble > RVWMO Explanatory Material > Why RVWMO? > Litmus Tests,"However, in this example, the final value of `a0` in Hart 0 will never be 1 or 3; intuitively, the value 1 will no longer be visible at the time the load executes, and the value 3 will not yet be visible by the time the load executes.",unknown,enum,high,False,
chunk_398406bc,src/unpriv/mm-explanatory.adoc,171,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Preserved Program Order and Global Memory Order,Preserved program order represents the subset of program order that must be respected within the global memory order.,non_CSR_parameter,enum,very_high,False,
chunk_e5c3042b,src/unpriv/mm-explanatory.adoc,171,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Preserved Program Order and Global Memory Order,"Conceptually, events from the same hart that are ordered by preserved program order must appear in that order from the perspective of other harts and/or observers.",non_CSR_parameter,enum,very_high,False,
chunk_08477fb4,src/unpriv/mm-explanatory.adoc,171,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Preserved Program Order and Global Memory Order,"Events from the same hart that are not ordered by preserved program order, on the other hand, may appear reordered from the perspective of other harts and/or observers.",non_CSR_parameter,enum,medium,False,
chunk_b646fb5e,src/unpriv/mm-explanatory.adoc,179,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Preserved Program Order and Global Memory Order,"Informally, the global memory order represents the order in which loads and stores perform.",unknown,unknown,medium,False,
chunk_837804ad,src/unpriv/mm-explanatory.adoc,179,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Preserved Program Order and Global Memory Order,"In this sense, the global memory order also represents the contribution of the coherence protocol and/or the rest of the memory system to interleave the (possibly reordered) memory accesses being issued by each hart into a single total order agreed upon by all harts.",unknown,unknown,medium,False,
chunk_200fa231,src/unpriv/mm-explanatory.adoc,191,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Preserved Program Order and Global Memory Order,The order in which loads perform does not always directly correspond to the relative age of the values those two loads return.,unknown,unknown,medium,False,
chunk_0de93172,src/unpriv/mm-explanatory.adoc,191,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Preserved Program Order and Global Memory Order,This discrepancy captures (among other things) the reordering effects of buffering placed between the core and memory.,unknown,unknown,medium,False,
chunk_91d9bcf7,src/unpriv/mm-explanatory.adoc,191,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Preserved Program Order and Global Memory Order,"To account for this, at the time each load performs, the value it returns is determined by the load value axiom, not just strictly by determining the most recent store to the same address in the global memory order, as described below.",non_CSR_parameter,unknown,medium,False,
chunk_bffe76cd,src/unpriv/mm-explanatory.adoc,221,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Load value axiom,Preserved program order is not required to respect the ordering of a store followed by a load to an overlapping address.,non_CSR_parameter,enum,medium,False,
chunk_47e30fde,src/unpriv/mm-explanatory.adoc,221,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Load value axiom,"Informally, the load may perform (return a value) by forwarding from the store while the store is still in the store buffer, and hence before the store itself performs (writes back to globally visible memory).",non_CSR_parameter,enum,medium,False,
chunk_8474558f,src/unpriv/mm-explanatory.adoc,230,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Load value axiom,"When running this program on an implementation with store buffers, it is possible to arrive at the final outcome `a0=1, a1=0, a2=1, a3=0` as follows:",unknown,unknown,high,False,
chunk_7609f830,src/unpriv/mm-explanatory.adoc,270,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Load value axiom,"Therefore, the memory model must be able to account for this behavior.",non_CSR_parameter,enum,very_high,False,
chunk_7ae2cdf8,src/unpriv/mm-explanatory.adoc,272,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Load value axiom,"To put it another way, suppose the definition of preserved program order did include the following hypothetical rule: memory access a precedes memory access b in preserved program order (and hence also in the global memory order) if a precedes b in program order and a and b are accesses to the same memory location, a is a write, and b is a read.",unknown,unknown,high,False,
chunk_81544ef3,src/unpriv/mm-explanatory.adoc,281,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Load value axiom,"Otherwise, if (e) preceded (d), then (d) would be required to return the value 1. (This is a perfectly legal execution; it's just not the one in question) * (e) precedes (f): by rule X * (f) precedes (h): by rule * (h) precedes (a): by the load value axiom, as above.",unknown,unknown,high,False,
chunk_6b9da712,src/unpriv/mm-explanatory.adoc,290,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Load value axiom,"The global memory order must be a total order and cannot be cyclic, because a cycle would imply that every event in the cycle happens before itself, which is impossible.",non_CSR_parameter,enum,very_high,False,
chunk_f63968df,src/unpriv/mm-explanatory.adoc,297,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Load value axiom,"Nevertheless, even if (b) precedes (a) and/or (f) precedes (e) in the global memory order, the only sensible possibility in this example is for (b) to return the value written by (a), and likewise for (f) and (e).",unknown,unknown,high,False,
chunk_257d9110,src/unpriv/mm-explanatory.adoc,361,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Atomicity axiom,"If r and w are paired load and store operations generated by aligned LR and SC instructions in a hart h, s is a store to byte x, and r returns a value written by s, then s must precede w in the global memory order, and there can be no store from a hart other than h to byte x following s and preceding w in the global memory order.",non_CSR_parameter,binary,very_high,False,
chunk_a1876c4c,src/unpriv/mm-explanatory.adoc,371,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Atomicity axiom,"Unlike architectures such as TSO, RISC-V atomics under RVWMO do not impose any ordering requirements by default.",unknown,unknown,high,False,
chunk_2521ad7a,src/unpriv/mm-explanatory.adoc,376,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Atomicity axiom,"These conceptually behave differently, in the following way. LR/SC behave as if the old value is brought up to the core, modified, and written back to memory, all while a reservation is held on that memory location. AMOs on the other hand conceptually behave as if they are performed directly in memory. AMOs are therefore inherently atomic, while LR/SC pairs are atomic in the slightly different sense that the memory location in question will not be modified by another hart during the time the original hart holds the reservation.",unknown,unknown,high,False,
chunk_87d77c1b,src/unpriv/mm-explanatory.adoc,418,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Atomicity axiom,"Likewise, scenarios in which stores from the same hart between an LR/SC pair actually overlap the memory location(s) referenced by the LR or SC are expected to be rare compared to scenarios where the intervening store may simply fall onto the same cache line.",non_CSR_parameter,enum,medium,False,
chunk_37f42644,src/unpriv/mm-explanatory.adoc,429,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Progress axiom,[IMPORTANT] : No memory operation may be preceded in the global memory order by an infinite sequence of other memory operations.,non_CSR_parameter,enum,medium,False,
chunk_ae0b1a68,src/unpriv/mm-explanatory.adoc,448,Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Progress axiom,Implementations with non-coherent caches may have to provide some other mechanism to ensure the eventual visibility of all stores (or successors thereof) to all harts.,non_CSR_parameter,enum,medium,False,
chunk_228e1b1a,src/unpriv/mm-explanatory.adoc,457,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)",Same-address orderings where the latter is a store are straightforward: a load or store can never be reordered with a later store to an overlapping memory location.,unknown,unknown,medium,False,
chunk_d31b3468,src/unpriv/mm-explanatory.adoc,457,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)","From a microarchitecture perspective, generally speaking, it is difficult or impossible to undo a speculatively reordered store if the speculation turns out to be invalid, so such behavior is simply disallowed by the model.",unknown,unknown,high,False,
chunk_da5feae2,src/unpriv/mm-explanatory.adoc,457,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)","Same-address orderings from a store to a later load, on the other hand, do not need to be enforced.",unknown,unknown,medium,False,
chunk_e79a418f,src/unpriv/mm-explanatory.adoc,457,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)","As discussed in , this reflects the observable behavior of implementations that forward values from buffered stores to later loads.",unknown,unknown,medium,False,
chunk_800783f0,src/unpriv/mm-explanatory.adoc,469,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)",Same-address load-load ordering requirements are far more subtle.,unknown,unknown,medium,False,
chunk_22c11ce5,src/unpriv/mm-explanatory.adoc,469,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)",The basic requirement is that a younger load must not return a value that is older than a value returned by an older load in the same hart to the same address.,non_CSR_parameter,enum,very_high,False,
chunk_3d208768,src/unpriv/mm-explanatory.adoc,469,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)","This is often known as ""CoRR"" (Coherence for Read-Read pairs), or as part of a broader ""coherence"" or ""sequential consistency per location"" requirement.",unknown,unknown,medium,False,
chunk_77dc127d,src/unpriv/mm-explanatory.adoc,469,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)","Some architectures in the past have relaxed same-address load-load ordering, but in hindsight this is generally considered to complicate the programming model too much, and so RVWMO requires CoRR ordering to be enforced.",non_CSR_parameter,unknown,medium,False,
chunk_f748fd84,src/unpriv/mm-explanatory.adoc,486,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)","[float=""center"",align=""center"",cols="".^1a,.^1a"",frame=""none"",grid=""none"",options=""noheader""] .Litmus test MP+fence.w.w+fre-rfi-addr (outcome permitted) | | ! 2+!Hart 0 2+^!Hart 1 !!li t1, 1 !!li t2, 2 >!(a) !sw t1,0(s0) >!(d) !lw a0,0(s1) >!(b) !fence w, w >!(e) !sw t2,0(s1) >!(c) !sw t1,0(s1) >!(f) !lw a1,0(s1) ! ! >!(g) !xor t3,a1,a1 ! ! >!(h) !add s0,s0,t3 ! ! >!(i) !lw a2,0(s0) 4+^!Outcome: `a0=1`, `a1=2`, `a2=0` ! | ! //a! graphviz::images/graphviz/litmusmpfencewwfrirfiaddr.txt[] a! image::graphviz/litmusmpfencewwfrirfiaddr.png[] ! | Consider the litmus test of , which is one particular instance of the more general ""fri-rfi"" pattern.",SW_rule,unknown,medium,False,
chunk_8c9f8eab,src/unpriv/mm-explanatory.adoc,514,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)","From a microarchitectural perspective, outcome `a0=1`, `a1=2`, `a2=0` is legal (as are various other less subtle outcomes).",unknown,unknown,medium,False,
chunk_cced40b8,src/unpriv/mm-explanatory.adoc,514,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)","Intuitively, the following would produce the outcome in question:",unknown,unknown,medium,False,
chunk_2a826d86,src/unpriv/mm-explanatory.adoc,518,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)","(d) stalls (for whatever reason; perhaps it's stalled waiting for some other preceding instruction) * (e) executes and enters the store buffer (but does not yet drain to memory) * (f) executes and forwards from (e) in the store buffer * (g), (h), and (i) execute * (a) executes and drains to memory, (b) executes, and (c) executes and drains to memory * (d) unstalls and executes * (e) drains from the store buffer to memory",unknown,unknown,medium,False,
chunk_4cbc9dc8,src/unpriv/mm-explanatory.adoc,529,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)","This corresponds to a global memory order of (f), (i), (a), (c), (d), (e).",unknown,unknown,medium,False,
chunk_a2489796,src/unpriv/mm-explanatory.adoc,529,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)","Therefore, this execution is legal and does not violate the CoRR requirements.",unknown,unknown,medium,False,
chunk_b7c1e039,src/unpriv/mm-explanatory.adoc,534,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)","Likewise, if two back-to-back loads return the values written by the same store, then they may also appear out-of-order in the global memory order without violating CoRR.",non_CSR_parameter,enum,high,False,
chunk_8ca57382,src/unpriv/mm-explanatory.adoc,566,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)",Consider the litmus test of .,unknown,unknown,medium,False,
chunk_3a31cbf7,src/unpriv/mm-explanatory.adoc,566,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)","The outcome `a0=1`, `a1=v`, `a2=v`, `a3=0` (where v is some value written by another hart) can be observed by allowing (g) and (h) to be reordered.",unknown,unknown,medium,False,
chunk_1a1ff413,src/unpriv/mm-explanatory.adoc,566,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)","The global memory order corresponding to this execution would be (h),(k),(a),(c),(d),(g).",unknown,unknown,medium,False,
chunk_32d525f8,src/unpriv/mm-explanatory.adoc,578,"Preamble > RVWMO Explanatory Material > Why RVWMO? > Explaining the RVWMO Rules > Overlapping-Address Orderings (<<overlapping-ordering, Rules 1-3>>)",Executions of the test in in which `a1` does not equal `a2` do in fact require that (g) appears before (h) in the global memory order.,unknown,range,medium,False,
